name,descript,eval_link,topic,countries,evaluation_textbased,evaluation_tag,website
CONCORDIA Sozialprojekte Stiftung Deutschland,"Die 2016 gegründete deutsche Stiftung leitet ihre Mittel für Programmarbeit vollumfänglich an die österreichische Partnerorganisation CONCORDIA Sozialprojekte Gemeinnützige Privatstiftung weiter. Zielsetzung von Concordia ist es, …",https://www.dzi.de/organisation/concordia-sozialprojekte-stiftung-deutschland/,"['Bildung', 'Familienfürsorge', 'Kinder- und Jugendhilfe']","['Bulgarien', 'Kosovo', 'Österreich', 'Republik Moldau', 'Rumänien']",Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.concordia-sozialprojekte.de
CRF Krebsbekämpfung GmbH,,https://www.dzi.de/organisation/crf-krebsbekaempfung-gmbh/,[],[],Die Gesellschaft ist gemäß Handelsregistereintrag vom 24.11.2015 durch Beschluss der Gesellschafterversammlung vom 30.09.2015 aufgelöst.,DZI-Einschätzung: neutral,
DAHW Deutsche Lepra- und Tuberkulosehilfe e.V.,Die DAHW Deutsche Lepra- und Tuberkulosehilfe fördert Projekte und Programme zur Bekämpfung von Lepra und Tuberkulose weltweit. Die räumlichen Arbeitsschwerpunkte liegen in Asien sowie in …,https://www.dzi.de/organisation/dahw-deutsche-lepra-und-tuberkulosehilfe-e-v/,"['Behindertenhilfe', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe']","['Äthiopien', 'Deutschland', 'Indien', 'Mosambik', 'Nigeria', 'Senegal', 'Sierra Leone', 'Tansania', 'Togo']","Der DAHW Deutschen Lepra- und Tuberkulosehilfe e.V., Würzburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.dahw.de
Das Hunger Projekt e.V.,"Das Hunger Projekt ist ein globales Netzwerk in 23 Ländern, das sich seit 1977 für die nachhaltige Überwindung des chronischen Hungers einsetzt, und von der …",https://www.dzi.de/organisation/das-hunger-projekt-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Menschenrechte']","['Äthiopien', 'Bangladesch', 'Benin', 'Burkina Faso', 'Deutschland', 'Ghana', 'Indien', 'Malawi', 'Mexiko', 'Mosambik', 'Peru', 'Sambia', 'Senegal', 'Uganda']","Der Organisation Das Hunger Projekt e.V., Ravensburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.das-hunger-projekt.de
Der Kleine Nazareno – Verein für Gerechtigkeit und Menschenwürde in Brasilien e.V.,"Der Kleine Nazareno – Verein für Gerechtigkeit und Menschenwürde in Brasilien e.V. unterstützt die Arbeit mit Straßenkindern in Fortaleza, Recife und Manaus, Brasilien, sowie die …",https://www.dzi.de/organisation/der-kleine-nazareno-verein-fuer-gerechtigkeit-und-menschenwuerde-in-brasilien-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']",['Brasilien'],"Der Organisation Der Kleine Nazareno – Verein für Gerechtigkeit und Menschenwürde in Brasilien e.V., Löningen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.nazareno.de
Der weisse Hof e.V.,,https://www.dzi.de/organisation/der-weisse-hof-e-v/,[],[],Laut Vereinsregisterausdruck des Amtsgerichts Neuruppin vom 19.01.2017 wurde das Registerblatt zum Verein geschlossen.,DZI-Einschätzung: neutral,
DESWOS Deutsche Entwicklungshilfe für soziales Wohnungs- und Siedlungswesen e.V.,"DESWOS setzt sich weltweit für menschenwürdige Wohn- und Lebensbedingungen ein und gibt Not leidenden Menschen ein menschenwürdiges Zuhause, sichert ihre Existenz und bietet eine Chance …",https://www.dzi.de/organisation/deswos-deutsche-entwicklungshilfe-fuer-soziales-wohnungs-und-siedlungswesen-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Menschenrechte', 'Umwelt- und Naturschutz', 'Völkerverständigung']","['Ecuador', 'El Salvador', 'Indien', 'Malawi', 'Nepal', 'Nicaragua', 'Pakistan', 'Senegal', 'Südafrika', 'Südsudan', 'Tansania']","DESWOS Deutsche Entwicklungshilfe für soziales Wohnungs- und Siedlungswesen e.V., Köln, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.deswos.de
Deutsch-Indisches Kinderhilfswerk e.V.,,https://www.dzi.de/organisation/deutsch-indisches-kinderhilfswerk-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Juli 2019, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.d-i-k.org
Deutsche AIDS-Stiftung,Die Deutsche AIDS-Stiftung klärt über HIV und Aids auf und unterstützt im In- und Ausland Projekte für von HIV und Aids betroffene Menschen. Sie leistet …,https://www.dzi.de/organisation/deutsche-aids-stiftung/,"['Aids', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Forschung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']","['Deutschland', 'Kenia', 'Mosambik', 'Russische Föderation', 'Südafrika']","Der Deutschen AIDS-Stiftung, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.aids-stiftung.de
Deutsche Cleft Kinderhilfe e.V.,Der Verein finanziert die Operation und Behandlung von Kindern mit Lippen-Kiefer-Gaumenspalten und anderen kraniofazialen Anomalien und Defekten. Neben der Durchführung der Basisoperationen werden je nach …,https://www.dzi.de/organisation/deutsche-cleft-kinderhilfe-e-v/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']","['Afghanistan', 'Äthiopien', 'Bangladesch', 'Bolivien', 'Costa Rica', 'Indien', 'Nicaragua', 'Pakistan', 'Peru', 'Ruanda', 'Sierra Leone', 'Somalia', 'Vietnam']","Der Organisation Deutsche Cleft Kinderhilfe e.V., Freiburg im Breisgau, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.spaltkinder.org
Deutsche Gesellschaft zur Rettung Schiffbrüchiger,Die Deutsche Gesellschaft zur Rettung Schiffbrüchiger (DGzRS) rettet an der deutschen Nord- und Ostseeküste Menschen aus Seenot und gefährlichen Situationen. Im Jahr 1982 hat der …,https://www.dzi.de/organisation/deutsche-gesellschaft-zur-rettung-schiffbruechiger/,"['Forschung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Rettungswesen']",['Deutschland'],Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.seenotretter.de
Deutsche Herzstiftung e.V.,Die Aufklärung über Herz-Kreislauf-Erkrankungen und die Vorbeugung dieser gehören zu den Hauptaufgaben der Deutschen Herzstiftung. So erstellt und versendet der Verein zum Beispiel Informationsmaterialien für …,https://www.dzi.de/organisation/deutsche-herzstiftung-e-v/,"['Forschung', 'Gesundheitshilfe', 'Kampagnen-', 'Bildungs- und Aufklärungsarbeit']",['Deutschland'],Das Auskunftsverhalten des Vereins gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.herzstiftung.de
Deutsche José Carreras Leukämie-Stiftung e.V.,"Die Fördermaßnahmen des Deutschen José Carreras Leukämie-Stiftung e.V. bzw. der Deutschen José Carreras Leukämie-Stiftung, die der Verein maßgeblich unterstützt, bestehen insbesondere in der Erforschung und …",https://www.dzi.de/organisation/deutsche-jose-carreras-leukaemie-stiftung-e-v/,"['Bildungs- und Kampagnenarbeit', 'Forschung', 'Gesundheitshilfe']",['Deutschland'],"Der Deutschen José Carreras Leukämie-Stiftung e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.carreras-stiftung.de
Deutsche KinderhospizSTIFTUNG,"Zweck der Deutschen KinderhospizSTIFTUNG ist die bundesweite Förderung der Kinderhospizarbeit. Dabei unterstützt sie insbesondere die Arbeit des Deutschen Kinderhospizvereins e.V., Olpe. Dieser betreut, berät und …",https://www.dzi.de/organisation/deutsche-kinderhospizstiftung/,"['Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Deutschen KinderhospizSTIFTUNG, Olpe, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.deutsche-kinderhospizstiftung.de
Deutsche Kinderkrebsstiftung,"Die Deutsche Kinderkrebsstiftung (DKS) setzt sich dafür ein, dass krebskranke Kinder wieder gesund werden können und in ihrer Lebensqualität und ihren Zukunftschancen anderen Kindern nicht …",https://www.dzi.de/organisation/deutsche-kinderkrebsstiftung/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Familienfürsorge', 'Forschung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Deutschen Kinderkrebsstiftung, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.kinderkrebsstiftung.de
Deutsche Kinderschutzstiftung Hänsel + Gretel,"Die Deutsche Kinderschutzstiftung Hänsel + Gretel ist bestrebt, das Problem der sexuellen Gewalt an Kindern stärker und nachdrücklich in das öffentliche Bewusstsein zu bringen und …",https://www.dzi.de/organisation/stiftung-haenselgretel/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Familienfürsorge', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Deutschen Kinderschutzstiftung Hänsel + Gretel, Karlsruhe, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.haensel-gretel.de
Deutsche Leukämie-Forschungshilfe – Aktion für krebskranke Kinder e.V.,"Die Deutsche Leukämie-Forschungshilfe – Aktion für krebskranke Kinder e.V. fördert die Leukämie- und Krebsforschung und hilft betroffenen Kindern und ihren Familien mit finanziellen Unterstützungszahlungen, psychosozialer …",https://www.dzi.de/organisation/deutsche-leukaemie-forschungshilfe-aktion-fuer-krebskranke-kinder-e-v/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Familienfürsorge', 'Forschung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Deutschen Leukämie-Forschungshilfe – Aktion für krebskranke Kinder e.V., Bonn, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.kinderkrebsstiftung.de
"Deutsche Multiple Sklerose Gesellschaft, Landesverband Hessen e.V.","Der Verein versteht sich als Interessenvertretung für MS-Kranke und ihre Angehörigen, berät diese in medizinischen, rechtlichen und beruflichen Fragen, organisiert und führt sozialmedizinische Nachsorge durch …",https://www.dzi.de/organisation/deutsche-multiple-sklerose-gesellschaft-landesverband-hessen-e-v/,"['Behindertenhilfe', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Gesundheitshilfe']",['Deutschland'],"Der Deutschen Multiple Sklerose Gesellschaft, Landesverband Hessen e.V., Frankfurt am Main, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.dmsg-hessen.de
Deutsche Stiftung Denkmalschutz,"Die Hauptaufgabe der Stiftung liegt in der Erhaltung und Wiederherstellung bedeutender Kulturdenkmale in Deutschland. Wo öffentliche Mittel nicht ausreichend zur Verfügung stehen, werden beispielsweise Bürgerhäuser, …",https://www.dzi.de/organisation/deutsche-stiftung-denkmalschutz/,"['Bildung', 'Kultur']",['Deutschland'],"Der Deutschen Stiftung Denkmalschutz, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.denkmalschutz.de
Deutsche Stiftung Patientenschutz,"Die Deutsche Stiftung Patientenschutz vertritt die Interessen schwerstkranker, pflegebedürftiger und sterbender Menschen in allen relevanten politischen und gesellschaftlichen Bereichen. Mit ihrem bundesweiten Patientenschutztelefon unterstützt sie …",https://www.dzi.de/organisation/deutsche-stiftung-patientenschutz/,"['Altenhilfe', 'Bildungs- und Kampagnenarbeit', 'Gesundheitshilfe']",['Deutschland'],Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.stiftung-patientenschutz.de
Deutsche Stiftung Verbraucherschutz,Die Deutsche Stiftung Verbraucherschutz fördert Vorhaben und Projekte im Bereich der Verbraucherbildung und -information sowie des Verbraucherschutzes. In einer immer komplexer werdenden Konsumwelt sollen insbesondere …,https://www.dzi.de/organisation/deutsche-stiftung-verbraucherschutz/,"['Bildung', 'Bildungs- und Kampagnenarbeit']",['Deutschland'],"Der Deutschen Stiftung Verbraucherschutz, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.verbraucherstiftung.de
Deutsche Stiftung Weltbevölkerung (DSW),"Die Deutsche Stiftung Weltbevölkerung hat das Ziel, mit ihrer Arbeit zur Umsetzung des Rechts auf Familienplanung und zu einer zukunftsfähigen Bevölkerungsentwicklung beizutragen. Jugendliche sind daher …",https://www.dzi.de/organisation/deutsche-stiftung-weltbevoelkerung-dsw/,"['Aids', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Menschenrechte']","['Äthiopien', 'Deutschland', 'Kenia', 'Tansania', 'Uganda']","Der Deutschen Stiftung Weltbevölkerung (DSW), Hannover, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.dsw.org
Deutsche Umwelthilfe e.V.,"Die Deutsche Umwelthilfe ist ein Umwelt- und klageberechtigter Verbraucherschutzverband. Sie setzt sich für einen schonenden Umgang mit natürlichen Ressourcen, Artenvielfalt und Landschaft ein. Der Verein …",https://www.dzi.de/organisation/deutsche-umwelthilfe-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Tierschutz', 'Umwelt- und Naturschutz']","['Deutschland', 'weltweit']","Der Deutschen Umwelthilfe e.V., Hannover, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.duh.de
Deutsche Welthungerhilfe e.V.,Die Deutsche Welthungerhilfe e.V. (DWHH) fördert in rund 35 Ländern weltweit Projekte der Entwicklungszusammenarbeit sowie Nothilfe- und Wiederaufbauprogramme nach dem Prinzip der Hilfe zur Selbsthilfe. …,https://www.dzi.de/organisation/deutsche-welthungerhilfe-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe', 'Völkerverständigung']","['Afghanistan', 'Äthiopien', 'Bangladesch', 'Bolivien', 'Burkina Faso', 'Burundi', 'Demokratische Republik Kongo', 'Demokratische Volksrepublik Korea', 'Deutschland', 'Haiti', 'Indien', 'Irak', 'Jemen', 'Kambodscha', 'Kenia', 'Libanon', 'Liberia', 'Madagaskar', 'Malawi', 'Mali', 'Myanmar', 'Nepal', 'Niger', 'Pakistan', 'Peru', 'Philippinen', 'Sierra Leone', 'Simbabwe', 'Somalia', 'Sudan', 'Südsudan', 'Syrien', 'Tadschikistan', 'Türkei', 'Uganda', 'Zentralafrikanische Republik']","Der Deutschen Welthungerhilfe e.V., Bonn, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.welthungerhilfe.de
Deutsche-Direkthilfe e.V.,,https://www.dzi.de/organisation/deutsche-direkthilfe-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Bonn vom 13.09.2019 ist der Verein aufgelöst und erloschen.,DZI-Einschätzung: neutral,http://www.deutsche-direkthilfe.de
Deutscher Caritasverband e.V.,"Der Deutsche Caritasverband ist die Bundeszentrale der Caritas in Deutschland. Sie ist national, europäisch und international tätig. Im nationalen und europäischen Rahmen setzt sich der …",https://www.dzi.de/organisation/deutscher-caritasverband-e-v/,"['Aids', 'Altenhilfe', 'Behindertenhilfe', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Straffälligenhilfe', 'Suchthilfe', 'Ukraine-Nothilfe']","['Afghanistan', 'Ägypten', 'Albanien', 'Armenien', 'Äthiopien', 'Bangladesch', 'Benin', 'Bolivien', 'Bosnien und Herzegowina', 'Brasilien', 'Burkina Faso', 'Burundi', 'Chile', 'China', 'Demokratische Republik Kongo', 'Demokratische Volksrepublik Korea', 'Deutschland', 'Ecuador', 'El Salvador', 'Eritrea', 'Georgien', 'Griechenland', 'Guatemala', 'Guinea-Bissau', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Irak', 'Israel', 'Jemen', 'Jordanien', 'Kambodscha', 'Kamerun', 'Kenia', 'Kolumbien', 'Kuba', 'Libanon', 'Madagaskar', 'Mali', 'Marokko', 'Mexiko', 'Mikronesien', 'Mosambik', 'Myanmar', 'Nepal', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Peru', 'Philippinen', 'Polen', 'Republik Moldau', 'Rumänien', 'Russische Föderation', 'Senegal', 'Serbien', 'Sierra Leone', 'Slowakei', 'Somalia', 'Sri Lanka', 'Südafrika', 'Sudan', 'Südsudan', 'Syrien', 'Tadschikistan', 'Tansania', 'Thailand', 'Tschad', 'Tschechische Republik', 'Türkei', 'Uganda', 'Ukraine', 'Ungarn', 'Venezuela', 'Vietnam', 'Zentralafrikanische Republik']","Dem Deutschen Caritasverband e.V., Freiburg im Breisgau, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.caritas.de
Deutscher Tierschutzbund e.V.,"Hauptanliegen des Deutschen Tierschutzbundes e.V. ist es, Missstände im Umgang mit Tieren aufzudecken und praktikable Lösungsvorschläge zu erarbeiten, die Öffentlichkeit für den Tierschutz zu mobilisieren …",https://www.dzi.de/organisation/deutscher-tierschutzbund-e-v/,"['Bildungs- und Kampagnenarbeit', 'Forschung', 'Tierschutz']","['Deutschland', 'Griechenland', 'Italien', 'Kroatien', 'Rumänien', 'Spanien', 'Türkei', 'Ukraine', 'Ungarn']",Das Auskunftsverhalten des Vereins gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.tierschutzbund.de
Deutsches Blindenhilfswerk e.V.,Das Deutsche Blindenhilfswerk e.V. unterstützt hilfsbedürftige blinde und sehbehinderte Menschen insbesondere in Deutschland und Afrika. In Deutschland liegt der Schwerpunkt bei der Förderung der Teilhabe …,https://www.dzi.de/organisation/deutsches-blindenhilfswerk-e-v/,"['Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Kultur']","['Albanien', 'Bangladesch', 'Benin', 'Deutschland', 'Ghana', 'Kamerun', 'Kasachstan', 'Kenia', 'Mali', 'Ruanda', 'Tansania', 'Uganda']","Dem Deutschen Blindenhilfswerk e.V., Duisburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.blindenhilfswerk.de
Deutsches Katholisches Blindenwerk e.V.,"Ziel des Vereins ist es, blinden, taubblinden und hochgradig sehbehinderten Menschen ein selbständiges Leben sowie die Teilnahme am öffentlichen und religiösen Leben zu ermöglichen. Das …",https://www.dzi.de/organisation/deutsches-katholisches-blindenwerk-e-v/,"['Behindertenhilfe', 'Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Religion']","['Bangladesch', 'Bolivien', 'Burkina Faso', 'Deutschland', 'Ghana', 'Indien', 'Peru']","Dem Deutschen Katholischen Blindenwerk e.V., Bonn, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.blindenwerk.de
Deutsches Kinderhilfswerk e.V.,"Der Verein setzt sich für Kinderrechte, die Beteiligung von Kindern und Jugendlichen sowie die Überwindung von Kinderarmut in Deutschland ein. Die konkrete Vereinsarbeit besteht aus …",https://www.dzi.de/organisation/deutsches-kinderhilfswerk-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe']",['Deutschland'],"Dem Deutschen Kinderhilfswerk e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.dkhw.de
Deutsches Komitee für UNICEF e.V.,"Das Deutsche Komitee für UNICEF e.V. unterstützt das Kinderhilfswerk der Vereinten Nationen bei seinem weltweiten Einsatz für den Schutz der Kinderrechte. Mit eigenen Programmen, mit …",https://www.dzi.de/organisation/deutsches-komitee-fuer-unicef-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe', 'Völkerverständigung']","['Afghanistan', 'Ägypten', 'Äthiopien', 'Bangladesch', 'Benin', 'Bhutan', 'Bolivien', 'Burkina Faso', 'Burundi', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Deutschland', 'Gambia', 'Ghana', 'Griechenland', 'Haiti', 'Indonesien', 'Irak', 'Iran', 'Jemen', 'Kambodscha', 'Kenia', 'Kroatien', 'Libanon', 'Liberia', 'Madagaskar', 'Malawi', 'Mali', 'Namibia', 'Nepal', 'Niger', 'Nigeria', 'Pakistan', 'Palästinensische Gebiete', 'Peru', 'Philippinen', 'Sambia', 'Serbien', 'Sierra Leone', 'Somalia', 'Südafrika', 'Sudan', 'Südsudan', 'Syrien', 'Tschad', 'Uganda', 'Ukraine']","Dem Deutschen Komitee für UNICEF e.V., Köln, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.unicef.de
Deutsches Medikamenten-Hilfswerk  „action medeor“ e.V.,"Das Hauptarbeitsgebiet des Vereins liegt im medizinischen Bereich. action medeor liefert in Entwicklungsländer Medikamente, medizinische Hilfsmittel und Instrumente, die sich an den speziellen Bedürfnissen vor …",https://www.dzi.de/organisation/deutsches-medikamenten-hilfswerk-action-medeor-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Völkerverständigung']",['weltweit'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.medeor.de
Deutsches Rotes Kreuz e.V.,"Das Deutsche Rote Kreuz e.V. (Bundesverband) ist ein föderal gegliederter Mitgliederverband mit weitreichender rechtlicher Selbstständigkeit der Untergliederungen, das heißt insbesondere der 19 Landes- und 463 …",https://www.dzi.de/organisation/deutsches-rotes-kreuz-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Rettungswesen', 'Ukraine-Nothilfe', 'Völkerverständigung']","['Afghanistan', 'Ägypten', 'Äthiopien', 'Bangladesch', 'Bosnien und Herzegowina', 'China', 'Costa Rica', 'Demokratische Volksrepublik Korea', 'Deutschland', 'Ecuador', 'Griechenland', 'Guatemala', 'Haiti', 'Honduras', 'Indien', 'Irak', 'Iran', 'Jemen', 'Kirgistan', 'Kolumbien', 'Kroatien', 'Laos', 'Lesotho', 'Libanon', 'Libyen', 'Litauen', 'Madagaskar', 'Malediven', 'Marokko', 'Mosambik', 'Myanmar', 'Namibia', 'Nepal', 'Nicaragua', 'Nordmazedonien', 'Pakistan', 'Palästinensische Gebiete', 'Peru', 'Philippinen', 'Polen', 'Serbien', 'Somalia', 'Sudan', 'Südsudan', 'Syrien', 'Tadschikistan', 'Togo', 'Türkei', 'Uganda', 'Ukraine', 'Usbekistan', 'Venezuela', 'Vietnam']","Dem Deutschen Roten Kreuz e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig. Das dem DRK zuerkannte Spenden-Siegel bezieht sich ausschließlich auf den Bundesverband, nicht aber auf die rechtlich selbständigen Untergliederungen.",,http://www.drk.de
"Dewi Saraswati Hamburg, Patenschaftskreis für die Ausbildung chancenarmer Kinder e.V.",Dewi Saraswati Hamburg e.V. will durch die Förderung von Patenkindern in Indien dem Kreislauf von unzureichender Ausbildung und Armut entgegenwirken. Mit den Patenschaftsbeiträgen wird sozial …,https://www.dzi.de/organisation/dewi-saraswati-hamburg-patenschaftskreis-fuer-die-ausbildung-chancenarmer-kinder-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Menschenrechte']",['Indien'],"Dewi Saraswati Hamburg, Patenschaftskreis für die Ausbildung chancenarmer Kinder e.V., Hamburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.dewi-saraswati.de
Diakonie Katastrophenhilfe,Die Diakonie Katastrophenhilfe ist das humanitäre Hilfswerk der evangelischen Kirchen in Deutschland. Sie gehört gemeinsam mit der Schwesterorganisation Brot für die Welt zum Evangelischen Werk …,https://www.dzi.de/organisation/diakonie-katastrophenhilfe/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Katastrophenhilfe', 'Ukraine-Nothilfe']","['Afghanistan', 'Äthiopien', 'Bangladesch', 'Burkina Faso', 'Demokratische Republik Kongo', 'Deutschland', 'Griechenland', 'Haiti', 'Indien', 'Indonesien', 'Jemen', 'Kamerun', 'Kenia', 'Kolumbien', 'Malawi', 'Mosambik', 'Myanmar', 'Pakistan', 'Palästinensische Gebiete', 'Philippinen', 'Somalia', 'Sudan', 'Südsudan', 'Syrien', 'Tschad', 'Tschechische Republik', 'Türkei', 'Ukraine', 'Venezuela', 'Zentralafrikanische Republik']","Der Diakonie Katastrophenhilfe, Berlin, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.diakonie-katastrophenhilfe.de
